AGE,Monthly Gross Income,Relationship Status,"Ownership of vehicle (car, jeep)",Length of service/Buisness,CIB Clearence,Occupation,Gender,Loan Amount,Number of dependent,Loan Status
50,96685,1,1,6,1,0,0,514800,3,0
45,63639,0,1,14,1,0,1,611971,7,0
25,15992,1,0,23,0,1,0,486726,1,0
51,87394,0,0,6,1,0,1,553807,6,0
52,82657,0,1,1,1,1,1,885176,6,0
49,42160,0,1,20,0,0,1,966452,1,0
41,60156,0,1,6,0,0,1,803231,5,0
31,101442,0,0,8,0,0,0,754616,1,0
49,132925,1,0,15,0,0,0,344056,3,1
60,19136,1,1,14,1,0,1,638389,7,0
33,76868,0,1,16,0,0,1,857144,6,0
21,97263,1,0,20,0,1,1,113261,4,1
54,47167,1,0,23,1,0,1,244281,5,0
38,125957,0,0,16,0,0,1,652935,2,0
31,30479,1,0,19,0,0,0,239293,6,0
48,134392,1,1,24,0,1,1,541049,3,0
35,34585,0,1,1,1,0,0,447557,7,0
24,41619,0,1,4,0,0,1,649845,6,0
27,90069,0,0,24,0,0,1,853894,7,0
24,54895,0,0,10,0,1,0,500742,3,0
50,18720,0,0,20,1,1,1,203585,3,0
40,34267,0,1,18,1,1,0,756611,6,0
38,68364,0,1,2,0,0,0,656876,6,0
36,66567,1,1,4,1,0,1,809852,6,0
36,106229,0,0,15,0,0,1,631177,1,0
53,93518,1,0,4,1,1,0,998120,6,0
46,97844,1,1,16,1,0,0,997422,7,0
35,105697,0,0,15,0,1,1,347723,2,1
19,72196,1,1,18,0,1,0,915578,5,0
18,130600,1,1,7,0,0,1,152318,3,1
22,115625,1,1,15,1,0,1,622121,6,0
37,146567,0,1,22,0,1,1,593298,2,0
28,59755,1,0,11,1,0,0,566804,4,0
59,48324,1,0,19,1,1,1,591300,7,0
19,93929,0,0,8,0,1,0,661926,6,0
20,147624,1,0,24,1,0,0,101147,1,1
40,66272,1,0,1,1,0,1,621715,3,0
29,89462,1,0,3,0,0,0,710058,2,0
37,69675,1,1,5,1,0,0,422479,7,0
22,88591,1,0,18,1,0,0,164347,6,1
54,47363,0,0,12,0,0,0,592483,2,0
55,92004,1,0,12,0,0,0,523968,3,0
47,55718,0,1,21,0,1,1,553749,2,0
26,128627,1,0,19,1,0,1,902435,2,0
51,41870,0,1,9,1,0,0,304026,7,0
52,52394,0,0,11,1,0,1,379854,6,0
39,67057,0,0,17,0,0,1,952089,6,0
41,94795,1,0,16,1,1,1,848669,7,0
34,95409,1,1,4,1,0,0,314174,5,1
27,28016,1,1,10,1,1,0,212286,1,0
47,57137,1,0,22,0,1,1,592314,5,0
40,146225,1,0,15,0,1,1,339192,1,1
49,27379,0,0,25,0,1,1,644943,1,0
34,136169,0,1,19,1,1,0,501699,5,1
34,141082,0,1,3,1,0,0,140094,7,1
31,128089,1,0,21,0,1,1,272522,3,1
26,26049,1,1,23,0,1,0,872856,7,0
57,146858,0,1,5,1,0,0,218116,2,1
19,137784,1,1,11,0,1,0,780569,4,0
42,62691,1,1,24,1,0,1,146316,5,1
56,72986,0,0,5,0,0,0,873547,5,0
26,109774,0,0,7,0,0,0,642844,3,0
39,120315,1,1,6,0,0,1,783322,2,0
60,72204,1,1,13,1,1,1,508854,6,0
21,35085,0,1,2,0,1,1,925186,7,0
43,48980,1,0,19,1,1,0,726499,5,0
46,71117,0,0,11,0,0,0,317691,4,0
51,30896,0,1,20,0,0,0,565833,2,0
40,104353,0,1,5,1,0,0,678664,5,0
54,44813,1,1,9,1,1,0,971820,6,0
28,80679,0,1,6,0,0,0,564512,5,0
23,18228,0,0,17,1,1,1,375915,6,0
35,26397,1,0,19,0,1,0,428170,1,0
38,52011,0,0,23,1,0,0,489684,1,0
59,94183,1,0,8,1,0,1,497479,5,0
53,108254,1,0,7,0,0,1,500985,3,0
58,57317,1,0,5,0,0,0,780694,1,0
55,117489,0,1,15,1,0,0,576333,5,0
51,55096,0,1,10,1,1,1,427254,6,0
34,68785,1,0,24,0,1,0,757264,2,0
54,67344,1,0,16,1,0,1,170805,7,1
42,135382,1,0,9,1,0,1,130968,6,1
55,125489,0,1,7,1,0,0,101650,4,1
29,26549,1,1,11,1,1,1,374611,1,0
40,40739,1,1,9,0,1,0,201495,7,0
59,36209,1,1,17,0,1,1,198331,7,0
39,122051,0,0,9,1,1,1,277972,7,1
38,30116,1,1,3,1,0,1,843540,5,0
44,35045,0,0,22,0,1,0,921950,1,0
48,50709,0,1,8,1,1,0,561631,6,0
23,58617,1,1,19,1,0,0,890789,6,0
44,134779,1,1,20,1,0,0,980269,2,0
57,57919,1,1,16,1,1,0,373009,3,0
51,98521,0,0,7,1,0,0,214559,5,1
29,21447,0,0,7,0,0,1,954800,2,0
24,20499,0,0,20,1,0,1,463557,4,0
27,54041,1,0,25,1,1,0,881836,5,0
34,46315,0,0,13,1,1,0,685327,4,0
43,147371,1,0,3,0,0,0,339028,3,0
38,135506,1,0,12,1,0,1,623912,5,0
45,106647,1,1,24,1,1,0,983371,5,0
19,47355,0,0,8,0,1,0,564510,7,0
60,88805,0,1,13,0,0,0,496137,2,0
18,83367,0,0,20,0,0,1,461881,1,0
53,124906,1,1,16,0,1,1,104428,5,1
43,132409,0,0,7,1,0,1,566863,3,0
46,92355,0,1,4,1,1,1,349296,5,1
38,131220,1,0,12,1,0,0,188783,5,1
28,102173,1,0,17,0,1,0,871229,5,0
57,16996,0,0,1,1,0,0,213823,7,0
28,59387,1,0,17,0,1,1,938989,5,0
53,18089,0,1,2,0,0,0,458127,3,0
56,113827,1,0,6,1,0,1,214039,2,1
57,35659,1,0,12,0,0,0,505582,1,0
52,60178,0,1,11,0,0,0,933355,3,0
51,110965,1,0,21,1,1,0,785924,3,0
41,96268,1,1,11,1,0,0,480746,4,0
39,100042,1,1,18,0,1,1,866148,1,0
22,121471,0,0,8,1,1,1,437655,7,1
50,85111,1,0,25,1,0,1,742698,2,0
53,115435,1,1,7,0,1,0,866177,6,0
37,104242,0,0,14,0,0,1,758002,2,0
36,128204,0,1,16,1,1,0,468025,6,1
52,32199,1,0,12,1,0,0,769209,4,0
60,75038,1,0,9,0,0,0,988447,4,0
34,72786,1,1,20,1,1,0,512560,7,0
60,124636,0,0,23,0,1,0,907646,3,0
51,64294,1,0,21,0,0,1,793586,2,0
26,15534,0,0,16,1,1,1,322763,6,0
43,106828,0,1,21,1,0,0,609523,2,0
19,51132,1,0,19,1,0,0,253594,6,0
26,130720,1,1,16,1,1,1,356918,2,1
26,51110,0,0,9,1,0,0,106680,3,1
57,78580,1,1,13,0,1,1,217028,6,0
34,79016,1,0,5,1,0,0,174955,2,1
18,61233,0,0,22,0,0,1,804367,5,0
42,144863,1,1,19,1,0,0,740704,4,0
60,121311,0,0,10,0,1,1,673641,7,0
57,49409,1,1,7,1,0,0,728577,4,0
59,39054,0,0,9,1,0,0,843455,6,0
42,44709,0,1,25,0,1,0,561912,4,0
56,124321,1,0,14,1,0,0,668521,7,0
52,15363,0,1,15,1,1,0,886358,4,0
20,25358,0,0,13,0,1,1,806225,5,0
54,149312,1,1,10,0,1,0,238944,1,1
47,60689,1,1,14,0,0,0,107839,2,0
55,16936,1,0,21,1,1,0,246724,6,0
51,127272,0,1,23,0,0,0,500075,4,1
29,106074,0,1,12,0,1,1,788880,2,0
36,15882,0,0,19,1,0,1,440984,2,0
54,120227,1,0,6,1,1,1,280338,5,1
34,140865,0,0,12,1,1,0,344433,7,1
27,138745,0,0,24,1,1,0,482173,2,1
29,43885,1,0,13,1,0,0,431660,7,0
33,149275,0,0,8,1,1,0,794453,4,0
41,148316,1,1,16,0,0,0,807330,6,0
36,113322,1,1,2,0,0,1,673908,2,0
25,83619,1,1,22,1,0,1,886857,5,0
48,36584,0,0,7,0,0,1,960109,6,0
38,23521,0,0,12,0,0,0,675015,6,0
34,48541,0,1,7,0,0,1,830953,6,0
40,44063,1,1,19,0,1,1,281057,4,0
54,85268,1,0,14,1,1,0,328411,5,1
33,141218,1,1,9,1,0,1,802444,3,0
23,133206,0,0,18,0,0,0,431786,1,1
25,148639,0,0,11,1,1,0,709911,2,0
42,147746,0,1,16,0,1,0,363552,2,1
35,91411,0,0,19,0,0,0,840761,2,0
42,124876,0,0,11,1,1,0,679625,7,0
29,38331,1,0,18,0,0,1,859485,3,0
32,38004,0,0,11,1,1,0,864026,6,0
43,134243,1,1,25,1,1,0,663900,6,0
58,78217,1,0,4,1,1,1,270235,7,1
43,104044,0,0,18,1,1,0,752236,1,0
49,24045,1,1,19,1,1,0,902275,5,0
27,35116,0,0,13,1,0,1,804724,3,0
33,33667,0,0,4,1,0,1,914909,3,0
24,90057,1,1,10,1,1,0,853353,4,0
34,89205,0,1,22,1,0,1,292154,6,1
40,42302,0,0,5,0,0,0,258402,3,0
43,87534,1,0,3,1,1,1,194747,3,1
38,28440,1,1,16,0,0,1,672402,2,0
39,126001,1,0,8,1,0,0,953726,7,0
24,61501,1,0,24,0,1,0,819466,6,0
31,147341,1,0,7,1,0,0,924980,4,0
32,22868,1,1,19,1,1,1,949030,5,0
24,92909,0,0,14,1,1,1,456849,1,0
26,99523,0,1,15,0,0,1,766620,5,0
25,30734,0,1,17,0,1,0,918782,4,0
40,98600,1,1,21,1,0,1,797101,2,0
46,23433,0,1,1,0,0,0,198214,1,0
35,118986,1,0,6,1,1,0,753173,5,0
48,78753,0,1,23,0,0,1,407325,6,0
47,128783,1,0,15,0,0,1,488454,6,1
56,36751,0,1,12,0,0,1,183446,1,0
52,63570,1,1,21,1,0,1,231912,1,1
35,39503,1,0,20,0,0,1,374443,1,0
59,148851,1,1,2,0,0,0,937084,3,0
56,101840,1,1,5,1,0,1,588741,4,0
34,146827,0,0,9,1,1,0,845401,6,0
31,54263,0,1,20,0,0,1,433239,6,0
48,123491,1,1,14,0,1,1,335302,4,1
41,70087,1,1,18,1,1,0,525813,2,0
52,66482,1,0,22,1,0,1,239779,6,1
51,137989,0,1,8,1,1,1,411087,5,1
20,55115,1,0,2,1,1,0,734246,2,0
54,29249,1,0,9,1,1,0,996007,7,0
60,125361,0,0,7,0,0,1,337051,7,0
57,39600,1,1,18,1,1,1,731931,5,0
43,52706,1,1,16,1,1,1,979987,1,0
40,34222,0,1,21,0,1,0,188377,6,0
56,114041,1,1,5,1,1,1,447320,5,1
32,119504,1,0,23,1,1,1,200898,5,1
21,56139,0,0,15,1,1,1,857320,1,0
46,129919,1,1,5,0,0,0,329234,7,0
39,56302,0,1,11,1,1,1,699564,2,0
42,102838,1,0,22,1,1,0,741062,5,0
30,93353,1,1,14,1,0,0,496371,6,0
35,103992,1,1,25,1,0,0,910004,2,0
50,66428,1,1,19,0,1,0,614300,2,0
33,38777,1,1,3,0,1,0,428658,4,0
59,72939,0,1,24,1,0,1,831393,7,0
19,101450,1,1,10,1,1,0,275915,6,1
52,38548,1,0,6,1,1,1,971399,6,0
59,140549,0,0,3,1,0,1,135357,1,0
51,46625,0,0,2,1,1,0,957910,1,0
47,39918,1,0,13,1,0,0,643271,3,0
30,129826,0,1,18,1,1,0,659564,6,0
30,129881,1,1,2,0,1,0,361728,7,0
35,30577,0,0,15,1,0,1,538495,2,0
49,100155,0,0,5,0,0,1,290555,3,0
49,126776,1,0,15,0,1,0,314185,6,1
52,114246,0,0,21,1,1,0,433595,1,1
56,109948,1,0,17,0,1,1,495261,7,0
46,36341,0,1,2,0,0,1,976148,1,0
46,112554,0,1,18,0,0,0,468887,6,0
33,122798,0,0,15,1,0,1,404488,3,1
27,61330,1,0,20,0,0,1,895996,1,0
47,102759,1,1,23,0,0,1,897537,1,0
42,101807,0,1,3,1,0,0,943186,4,0
56,48313,1,1,5,1,1,0,476213,5,0
37,61900,1,0,11,0,0,1,644344,6,0
22,93840,1,1,9,1,0,0,687853,4,0
18,101072,0,0,5,1,0,1,737385,7,0
47,111367,1,0,25,0,0,1,147689,5,1
20,64156,0,1,1,0,1,0,394279,6,0
31,102453,0,1,25,0,0,0,336557,4,1
47,40938,0,1,14,1,1,1,394956,4,0
21,74164,0,0,5,0,0,0,741061,6,0
35,75282,0,1,8,0,1,0,515988,2,0
54,62801,1,1,21,1,0,0,443101,3,0
42,18326,1,0,14,1,0,0,454796,6,0
18,149731,0,1,16,1,0,1,369919,4,1
32,130819,1,1,6,1,0,1,323554,2,1
26,19763,1,0,8,0,1,0,416667,4,0
32,62588,1,0,2,0,1,1,766067,3,0
41,26221,1,0,19,0,0,0,375516,7,0
21,28569,1,0,9,1,0,0,206252,2,0
29,52860,1,0,5,0,1,0,816886,6,0
54,60337,1,1,5,1,1,1,951538,5,0
54,86695,0,1,25,1,1,1,153475,7,1
60,121749,0,0,19,1,0,1,745602,3,0
23,58790,0,1,4,0,1,0,490958,1,0
56,83580,1,1,16,1,0,1,223502,6,1
41,20636,1,0,16,0,0,1,681489,6,0
28,92129,0,0,16,0,1,0,851174,6,0
30,148964,1,0,7,0,0,0,680531,2,0
51,36672,1,1,18,1,0,0,602599,1,0
42,20812,0,0,24,0,1,0,829112,7,0
24,15654,0,1,21,0,0,1,437686,7,0
21,69633,0,1,1,1,1,1,789353,2,0
25,32143,1,1,3,0,1,0,624189,5,0
37,70934,1,1,25,1,1,0,789376,2,0
46,82334,1,0,21,0,0,0,780714,6,0
27,118463,0,1,8,1,1,0,148637,4,1
60,140851,0,0,1,1,1,1,219714,1,0
51,44087,1,1,7,1,0,0,750868,1,0
43,23446,0,0,7,1,0,0,990434,7,0
58,117127,0,0,8,1,1,1,576718,7,0
20,63867,1,0,19,0,0,0,666961,2,0
23,75101,0,1,17,0,0,0,767143,4,0
22,103074,0,1,11,0,0,0,164694,4,1
22,133422,0,1,15,0,0,0,735980,2,0
40,102892,1,0,9,1,0,0,856802,3,0
26,135044,1,1,17,1,1,1,678195,5,0
52,54148,0,1,11,0,1,1,504140,2,0
37,97928,1,1,6,1,1,1,432322,6,0
59,66660,1,0,9,0,0,1,170732,4,0
52,50450,1,1,18,1,0,0,569907,5,0
35,48757,0,1,20,1,1,0,906584,2,0
34,93012,1,0,2,0,1,0,108072,5,0
41,121750,0,0,4,0,1,0,705789,3,0
20,142043,0,0,18,1,0,0,994424,4,0
49,71116,1,0,1,0,1,0,275759,3,0
52,47152,0,0,11,0,0,1,852886,7,0
55,121379,1,0,3,0,1,0,121942,3,0
30,35836,1,1,8,0,1,0,605579,4,0
42,84444,0,1,5,1,0,1,192379,7,1
26,108109,0,0,20,1,0,1,367634,6,1
21,97018,1,1,21,1,1,0,777079,3,0
31,138076,1,0,22,1,1,1,925116,2,0
54,146949,1,1,22,0,1,1,381038,2,1
51,98788,1,0,5,0,0,0,524053,5,0
28,111870,0,0,11,0,0,0,876273,2,0
58,98308,0,1,12,1,1,1,471974,2,0
20,72913,0,1,22,1,1,1,939244,7,0
45,17637,1,1,9,1,1,1,822642,7,0
46,57025,0,1,21,1,0,1,845967,5,0
26,114508,0,1,13,0,1,1,566922,1,0
20,97464,0,1,22,0,1,1,330009,4,1
42,43742,0,1,20,0,0,0,811492,2,0
51,26831,1,1,3,1,1,0,309497,5,0
29,128768,0,0,13,1,1,1,946593,3,0
59,100092,0,1,22,1,0,1,381248,3,0
26,105879,0,1,11,1,0,0,214863,7,1
32,103370,0,0,11,1,1,1,508356,6,0
57,141537,1,0,21,1,0,0,455416,2,1
42,119824,1,0,20,0,0,1,632440,4,0
22,103741,0,0,21,1,0,1,672774,5,0
28,33830,1,1,7,1,0,1,840637,7,0
51,70044,1,1,17,1,0,1,464840,6,0
41,88948,1,0,16,0,0,0,924579,6,0
32,84202,1,0,14,0,0,0,318962,5,1
55,52045,0,1,1,1,1,0,325011,7,0
25,122509,1,1,11,0,0,0,339214,7,1
22,30198,1,1,13,0,0,1,396870,5,0
43,84521,0,1,1,0,0,0,204983,5,0
35,121471,0,0,2,1,0,0,541905,5,0
23,44475,0,1,9,0,1,0,205652,4,0
54,34403,0,0,13,0,1,1,695708,5,0
30,18681,1,0,5,0,0,1,177848,7,0
45,106555,0,0,9,1,1,1,862492,4,0
22,133884,1,1,13,0,1,1,840894,4,0
30,108122,1,0,5,1,1,1,497538,4,0
34,130260,0,1,15,0,1,0,662523,3,0
57,120386,0,0,7,1,1,0,210629,1,1
49,108246,1,1,14,1,0,0,990238,6,0
46,110864,1,0,16,1,0,0,684249,2,0
20,23417,0,0,6,1,0,1,352139,3,0
57,133888,0,1,2,1,1,0,150356,7,1
51,89499,0,1,16,0,0,1,729041,1,0
57,145908,1,0,19,0,1,1,618275,6,0
44,42675,1,0,5,0,0,0,911355,3,0
30,26332,0,1,4,1,0,0,478035,6,0
50,34177,1,0,14,1,0,0,712766,4,0
23,145560,0,1,6,1,0,0,133750,4,1
41,72104,1,1,8,0,1,0,460013,5,0
36,99335,1,0,24,1,0,1,600443,7,0
33,129938,0,1,3,1,0,0,344365,4,1
57,95730,0,0,4,1,1,1,450592,3,0
45,43333,0,1,1,1,1,1,352415,6,0
50,36673,1,1,2,0,0,0,490186,2,0
58,129421,1,0,13,1,0,1,908415,7,0
30,55870,0,1,9,1,1,1,998165,6,0
60,142536,1,0,12,1,1,1,580826,4,0
42,86101,0,1,10,1,0,1,605916,6,0
59,37821,1,1,10,0,1,1,995528,1,0
53,40494,0,1,18,1,1,0,499121,6,0
44,114477,1,1,12,0,0,0,417627,3,1
55,141083,1,0,22,0,0,0,911460,1,0
24,127698,1,1,16,1,0,1,562825,7,0
22,126560,1,1,23,1,1,1,283118,5,1
60,146907,0,1,6,0,0,0,364378,5,0
48,33646,1,0,24,1,0,1,836169,6,0
40,138777,0,0,25,1,0,1,304239,2,1
59,92360,0,0,24,0,1,1,417155,3,0
27,52335,0,0,21,0,0,1,878403,2,0
49,84351,0,1,24,0,0,1,216135,1,1
60,129934,1,1,10,0,1,0,243133,2,0
47,148501,0,1,15,0,1,0,149253,7,1
56,56950,1,0,9,0,0,1,751222,1,0
48,75654,1,0,24,1,0,0,713642,7,0
35,122422,1,1,2,1,0,0,668955,2,0
53,124934,1,1,18,1,1,1,420940,5,1
19,134975,0,1,12,1,0,0,981330,3,0
31,106186,1,0,3,1,0,0,212042,2,1
30,119234,0,1,7,1,1,1,164065,6,1
46,117326,1,1,9,1,1,0,438530,7,1
29,92527,1,0,8,1,0,1,654926,1,0
56,101704,0,0,25,1,1,0,182455,7,1
19,111952,1,1,6,0,0,0,517100,6,0
49,75782,1,0,1,0,0,0,852376,3,0
30,86116,1,1,14,1,1,0,261769,6,1
44,104626,1,1,16,1,1,1,707908,5,0
58,61015,1,1,16,0,1,1,748631,7,0
34,117877,0,1,4,0,1,0,326909,5,0
57,30339,1,0,6,0,0,1,631402,4,0
48,149563,1,0,15,1,1,1,654838,3,0
51,146778,0,0,22,0,1,0,540987,2,1
41,112493,1,1,8,0,0,0,368636,5,1
52,144526,0,1,1,0,0,1,333720,2,0
23,136648,1,1,13,1,0,1,364115,7,1
36,40163,1,0,18,0,1,1,277422,2,0
47,102508,0,0,18,1,0,1,765004,7,0
24,54619,1,1,13,0,1,0,847065,1,0
27,27126,1,0,22,0,1,1,950626,6,0
58,79926,0,0,14,1,1,1,575848,2,0
49,55633,0,0,11,0,1,1,988391,7,0
51,18317,1,0,7,0,0,0,243606,4,0
45,59980,0,1,18,0,0,1,768128,3,0
32,59115,1,0,21,1,0,1,384769,3,0
47,58158,0,1,22,1,0,0,597992,1,0
54,120364,1,0,4,1,0,0,915092,4,0
46,30504,0,1,17,0,1,1,830536,6,0
39,52196,0,1,19,1,1,0,120032,4,1
21,80938,0,0,14,0,1,1,531108,7,0
37,72388,0,1,10,0,1,1,585341,3,0
49,70501,0,1,25,0,0,0,299451,4,0
53,42043,0,0,6,0,1,0,648645,6,0
21,48635,0,1,18,0,1,0,575728,5,0
44,95691,0,0,25,0,1,1,362641,2,1
34,48132,0,1,4,0,1,0,495350,7,0
29,30366,1,0,11,0,1,1,249905,2,0
39,108944,0,0,13,1,1,0,564164,3,0
34,130267,1,0,8,1,0,1,811960,3,0
27,54236,0,0,10,0,0,1,431972,6,0
18,19150,1,0,23,1,1,0,455067,4,0
39,126369,1,1,11,1,1,0,983794,6,0
43,34423,0,1,3,1,1,1,231098,1,0
35,19137,0,0,15,0,1,0,898540,3,0
31,44992,1,1,8,1,1,0,638758,7,0
46,125540,1,1,20,0,0,0,391929,7,1
29,130140,0,1,18,1,0,0,495469,3,1
53,136225,0,0,21,1,1,0,558105,3,0
52,81917,0,0,1,1,0,0,906458,6,0
29,88690,1,1,24,0,1,0,546023,7,0
24,49235,0,0,8,0,1,1,275330,6,0
46,34122,0,0,3,0,0,0,850170,4,0
28,38956,0,1,1,0,0,1,539363,5,0
50,78879,0,0,20,0,0,0,407561,3,0
23,73560,0,0,25,0,0,1,994211,5,0
32,125310,1,0,16,0,1,1,606513,6,0
49,16168,1,0,9,0,0,0,494302,4,0
28,60124,0,0,17,0,0,0,200319,6,0
40,67797,0,1,16,1,0,0,711275,1,0
43,50294,1,0,23,1,1,0,175443,7,1
51,18516,0,0,6,0,1,1,736526,2,0
51,45373,1,1,23,1,1,1,191838,2,0
46,137026,0,1,7,1,0,0,971815,6,0
21,45270,1,0,24,0,0,1,415637,2,0
34,80184,1,1,16,0,0,0,384949,2,0
52,52879,0,0,8,1,1,1,423930,4,0
30,64597,1,1,10,0,0,0,114248,2,0
58,18626,0,0,14,1,0,1,301075,4,0
56,100936,1,1,11,0,1,0,256456,1,1
32,96515,0,0,2,1,0,1,233968,3,1
46,70390,0,1,12,0,0,0,971480,3,0
46,69144,0,0,20,1,0,0,186175,3,1
28,19025,1,0,20,1,0,1,811392,7,0
49,94380,0,0,13,1,1,1,947454,4,0
19,133910,0,1,15,1,1,1,445398,4,1
31,111055,0,1,12,0,1,1,977061,4,0
37,141189,1,0,13,1,0,1,844358,1,0
39,149515,0,0,8,0,0,0,838568,5,0
28,36395,1,0,16,1,1,1,671679,4,0
44,25725,1,0,3,0,0,1,211011,4,0
20,48461,1,1,13,1,1,1,325151,3,0
34,56115,0,1,12,0,1,1,449711,6,0
45,125084,0,1,19,1,0,0,882475,7,0
46,98732,1,0,2,1,1,0,531912,2,0
38,94557,0,0,1,0,1,0,547170,2,0
33,86260,0,1,8,1,1,0,575833,1,0
54,16407,1,1,9,1,1,1,373370,2,0
37,88568,1,1,25,1,1,0,116858,5,1
23,73560,0,1,8,1,1,0,341544,3,0
36,106288,1,0,21,0,0,1,812208,1,0
22,134020,0,0,17,1,1,1,736781,2,0
20,114301,1,0,9,0,1,1,794660,2,0
18,29390,0,1,6,0,0,1,796830,6,0
55,42307,0,0,15,0,0,1,780473,3,0
32,39502,1,1,23,0,1,1,339828,1,0
51,37486,0,1,24,1,0,0,807456,3,0
52,126813,0,1,13,1,0,0,646304,1,0
42,118920,1,1,21,0,1,1,357826,7,1
41,97768,0,1,22,1,0,0,564136,7,0
29,77785,0,0,12,1,1,1,117445,2,1
35,91050,0,0,13,0,1,1,587656,3,0
32,37738,1,0,7,0,1,0,528291,3,0
33,89231,1,1,23,0,1,0,378835,5,0
44,88606,1,0,18,1,0,0,981042,7,0
25,56662,1,1,14,0,1,0,830084,6,0
42,133313,1,0,11,0,0,0,256932,3,1
34,30123,0,1,14,1,0,1,784781,1,0
46,26182,0,1,17,1,1,0,928521,5,0
25,105369,0,0,24,1,1,0,263062,3,1
32,41128,1,1,21,1,0,1,427983,3,0
44,46556,0,0,2,1,1,0,630774,5,0
24,66962,1,0,19,1,1,0,302174,2,0
20,105054,0,0,16,1,1,0,562643,3,0
46,39099,1,1,22,1,0,0,502262,4,0
41,68144,0,1,10,0,0,0,367868,6,0
20,22837,0,1,22,1,0,1,753567,2,0
37,140212,1,1,8,0,0,0,170886,3,1
32,131680,0,0,21,1,1,0,834921,2,0
42,121802,0,1,5,1,1,1,193761,1,1
47,117413,1,0,7,0,0,0,764524,2,0
31,66012,0,0,13,1,0,1,857797,5,0
24,145193,0,1,16,0,0,1,738454,3,0
34,73123,1,1,5,1,0,1,657160,2,0
37,126825,1,0,16,0,0,0,844851,4,0
53,23720,1,1,15,0,1,0,553095,1,0
26,73655,1,0,9,1,0,0,933469,1,0
55,108448,1,1,22,0,0,0,909417,7,0
39,135507,0,1,23,0,1,1,712879,2,0
19,49812,1,0,12,1,1,1,420012,5,0
41,64570,1,0,8,1,1,1,600081,1,0
25,65901,0,0,13,0,0,0,308997,7,0
28,75186,0,1,5,1,1,1,643635,2,0
30,137066,0,1,14,0,0,0,403767,2,1
34,143364,0,1,16,0,0,1,116360,1,1
25,51160,0,0,11,0,1,1,608593,2,0
38,34156,1,0,20,1,0,1,376358,2,0
35,91208,0,1,12,1,0,0,434423,6,0
47,110377,1,0,15,0,1,1,331964,4,1
35,57863,0,1,24,0,1,1,920735,2,0
48,80439,1,0,12,0,1,0,884772,6,0
55,136361,0,1,9,1,1,1,114698,6,1
49,111176,1,1,1,0,1,1,593548,2,0
28,44777,1,1,3,1,1,0,784962,5,0
42,102201,1,0,12,0,1,0,216544,1,1
50,30867,1,0,20,0,1,0,377091,6,0
55,77501,1,1,13,0,1,0,152338,6,0
58,54422,1,1,23,0,1,1,528753,7,0
25,136544,1,1,6,1,0,1,122469,5,1
28,50362,1,1,10,1,0,0,761846,3,0
39,66588,1,1,10,1,0,1,697065,5,0
41,141683,1,1,16,1,1,1,119371,7,1
58,51307,0,0,1,1,0,0,337511,3,0
34,95280,1,0,16,0,0,1,787884,3,0
29,71523,1,0,4,1,0,1,343549,5,0
49,122669,0,0,6,1,0,1,752241,4,0
32,118215,1,1,19,1,0,0,951533,5,0
33,113707,1,1,2,1,1,1,384618,6,1
39,107837,0,1,18,0,1,1,440347,1,0
45,133070,0,0,10,0,1,1,310409,5,1
37,94872,1,0,4,0,0,0,207644,4,0
50,102736,0,1,1,1,0,0,278213,5,1
27,20470,1,0,15,0,1,1,215468,4,0
57,107969,1,0,10,0,1,1,628693,1,0
49,106493,1,1,18,1,1,0,364297,2,1
50,21523,0,1,16,1,0,0,911563,4,0
19,46169,1,1,13,1,1,0,906112,4,0
50,60641,1,0,15,0,1,0,316305,6,0
50,44661,0,1,2,1,1,1,284716,4,0
58,29457,1,1,20,0,1,0,597816,1,0
30,82600,1,1,4,0,1,0,200887,3,0
47,118619,1,0,1,0,0,0,521499,4,0
50,91102,1,0,7,0,0,0,201347,7,1
30,48085,1,1,23,0,1,1,946789,1,0
43,112064,1,1,11,1,0,1,843259,6,0
39,120723,0,0,10,0,1,1,643934,7,0
56,148114,1,0,1,0,1,1,116036,6,0
19,85134,1,1,11,0,0,0,631014,2,0
55,57982,0,0,24,0,0,1,202326,4,0
56,80185,1,1,10,0,0,1,534376,3,0
43,48477,1,1,14,1,0,0,976555,1,0
32,129161,0,0,14,0,1,1,318163,2,1
51,67709,0,1,7,0,0,1,901535,3,0
59,93137,0,1,23,0,1,1,453581,2,0
57,51018,0,0,11,0,1,0,261639,3,0
28,50371,0,1,22,1,1,0,750539,5,0
20,98021,0,0,4,0,1,0,603782,5,0
23,22857,0,1,24,0,1,1,204968,5,0
26,23177,1,1,2,0,0,0,385835,2,0
23,103578,1,0,7,0,1,0,220931,5,1
26,104941,1,0,19,1,0,1,955524,1,0
56,26826,0,0,14,1,1,0,940550,1,0
48,97428,1,0,19,1,0,1,919565,5,0
49,141044,0,0,7,0,0,1,902325,3,0
58,90020,1,0,12,1,1,0,705690,3,0
29,20495,1,1,3,1,1,1,927552,2,0
25,43481,1,0,15,1,0,1,180632,3,0
25,132897,1,1,5,1,1,1,943950,7,0
45,118475,0,0,8,1,1,0,312055,7,1
37,72042,0,1,14,0,0,1,119854,7,0
24,64476,1,1,4,1,0,0,842879,4,0
28,43552,0,0,7,1,1,0,411840,3,0
37,84093,0,1,7,1,1,1,439726,1,0
33,84123,1,1,18,0,1,1,466874,6,0
